epoch,training_loss,training_classification_loss,training_regression_loss,training_accuracy,validation_loss,validation_accuracy,validation_classification_loss,validation_regression_loss
21,0.27537404263720794,0.050059773247031605,0.2253142691710416,100.0,0.44448403517405194,88.88888888888889,0.2313380946094791,0.21314594149589539
22,0.10544885344365064,0.01299692115143818,0.0924519338809392,100.0,0.4952898903025521,88.88888888888889,0.24092148958394924,0.2543684156197641
23,0.1642899289727211,0.05333557609906968,0.11095435369540663,100.0,0.37597261369228363,88.88888888888889,0.18010318654382396,0.19586942593256632
24,0.2427976552177878,0.08042601109756266,0.16237164420240066,100.0,0.7424961543745465,88.88888888888889,0.42172035616305137,0.3207758002811008
25,0.3530377403778188,0.20566317195291905,0.14737456072779262,94.11764705882354,0.6128440135055118,88.88888888888889,0.26761542529695564,0.34522858924335903
26,0.29695885496981006,0.06089727010797052,0.23606158792972565,100.0,0.3472348418500688,100.0,0.018238603244147573,0.3289962460597356
27,0.12804904360981548,0.009461746277178036,0.11858729755177218,100.0,0.5053457568089167,88.88888888888889,0.14702276778148693,0.35832299623224473
28,0.11720529768396826,0.01573471034712651,0.10147058700813967,100.0,0.5670705089966456,88.88888888888889,0.21226801883636248,0.3548024810022778
29,0.1539526542319971,0.025293921969611857,0.1286587342619896,100.0,0.5094557768768735,88.88888888888889,0.21390989024399054,0.29554588264889187
30,0.16817203076446757,0.03389123462907532,0.13428079556016362,100.0,0.49602608879407245,88.88888888888889,0.16045261443489128,0.3355734712547726
31,0.09554570562699262,0.009550171644043396,0.08599553344880834,100.0,0.2189064555697971,100.0,0.039900614129793316,0.1790058414141337
32,0.18087649696013508,0.10736015554079238,0.07351634278893471,97.05882352941177,0.3329867207341724,88.88888888888889,0.11811921890411112,0.2148675090736813
33,0.2282836971914067,0.07963737375650774,0.14864632531124003,94.11764705882354,0.5252854542599784,88.88888888888889,0.23164745347781313,0.2936379975742764
34,0.3396949456895099,0.23172398377209902,0.10797095715123065,97.05882352941177,0.8741429911719428,88.88888888888889,0.40419614501297474,0.46994681987497544
35,0.183934764826999,0.045085336519953084,0.13884942759485805,100.0,0.6562400029765235,88.88888888888889,0.3274897509771917,0.32875025189585155
36,0.16918383451069102,0.02179897206780665,0.14738486400421927,100.0,0.6426653299066756,88.88888888888889,0.2707772269948489,0.37188811269071365
37,0.11624802999636706,0.016802159192807534,0.09944587244706996,100.0,0.6763035746084319,88.88888888888889,0.3911980436080032,0.28510555004080135
38,0.2184068525538725,0.03036376696956508,0.18804308421471538,100.0,0.5551294121477339,88.88888888888889,0.18835418076357907,0.3667752477857802
39,0.13755400303532095,0.02924721929080346,0.10830678396365222,100.0,0.45612237685256535,88.88888888888889,0.12090900154887801,0.3352133615149392
40,0.13051410194705515,0.0524590819635812,0.07805501844953089,97.05882352941177,0.46067818337016636,88.88888888888889,0.14181651314720511,0.3188616699642605
41,0.2526547610759735,0.1472707669086316,0.10538399175685995,97.05882352941177,1.4726424283451505,77.77777777777777,0.8131875104477836,0.6594548887676663
42,0.39512315699282813,0.1705973959144424,0.22452577028204412,94.11764705882354,4.753550847371419,33.333333333333336,3.5721568796369763,1.181393888261583
43,0.5189819809268502,0.28955186618601575,0.22943011539823868,88.23529411764706,11.23338610596127,22.22222222222222,7.123078160815769,4.1103077332178755
44,0.577808108399896,0.2679892531870043,0.3098188568564022,88.23529411764706,8.778390844662985,66.66666666666667,5.854486710495419,2.923904001712799
45,0.3111963052960003,0.05307592939147178,0.2581203711383483,100.0,4.6876402960883246,44.44444444444444,3.187224202685886,1.5004161198933919
46,0.5846938604817671,0.3156546412364525,0.26903921628699584,94.11764705882354,0.7381041480435265,88.88888888888889,0.4757288724132296,0.2623752885394626
47,0.4795860981239992,0.14358722988296957,0.33599886298179626,97.05882352941177,1.0321687857309978,66.66666666666667,0.46475162564052475,0.5674171447753906
48,0.2702600044362685,0.014647569123874693,0.25561243909246784,100.0,0.8948934144443936,88.88888888888889,0.5609309044149187,0.33396250133713085
49,0.3999219361473532,0.16532841171411908,0.23459351939313552,97.05882352941177,0.9246940546565585,88.88888888888889,0.4587951712310314,0.4658988631433911
50,0.37884414546629963,0.14094160256140373,0.23790254925980286,97.05882352941177,0.931189649634891,88.88888888888889,0.5949890741871463,0.336200561788347
51,0.4086872497025658,0.16783990804105997,0.24084734303109787,94.11764705882354,0.8413944459623761,88.88888888888889,0.5459337139295207,0.29546072747972274
52,0.24591390788555145,0.028804330483955497,0.21710958025034735,100.0,0.5261240469084846,88.88888888888889,0.12156835069052047,0.40455570485856795
53,0.1645671179627671,0.03650132794042721,0.1280657927341321,100.0,0.47760231006476617,88.88888888888889,0.09569863240338033,0.38190367600570124
54,0.3262146923910169,0.16944671970079928,0.15676797356675654,94.11764705882354,0.5068901727596918,88.88888888888889,0.15289594443877125,0.3539942287736469
55,0.12057212345740374,0.029639186940210706,0.090932936352842,100.0,0.667336149348153,88.88888888888889,0.2982922220706112,0.36904389825132156
56,0.34151027395444755,0.18184296922374735,0.15966730345697963,97.05882352941177,0.5606431199444665,88.88888888888889,0.21609794244998032,0.3445451988114251
57,0.27878891238394904,0.12539549529388108,0.15339342285605037,94.11764705882354,0.8647293514675565,55.55555555555556,0.48536843061447144,0.3793609340985616
58,0.3493352137944278,0.18692564591765404,0.16240957642302795,91.17647058823529,0.6923178633054098,88.88888888888889,0.2910999440484577,0.4012179242240058
59,0.14545480205732234,0.025225957061218864,0.1202288427773644,100.0,0.5939285291565789,88.88888888888889,0.18791346583101484,0.406015051735772
60,0.10794715035487623,0.012214403051663847,0.09573274850845337,100.0,0.6664045453071594,88.88888888888889,0.29237859489189255,0.37402595745192635
61,0.08415489950600792,0.014393776189535856,0.06976112274124342,100.0,0.5389844444062974,88.88888888888889,0.22951773636870915,0.30946671300464207
62,0.10213893914923948,0.012211525264908285,0.08992741256952286,100.0,0.5865627262327406,88.88888888888889,0.2545500199000041,0.33201270467705196
63,0.05480756391497219,0.006869184380561551,0.04793838033562198,100.0,0.5894046790070004,88.88888888888889,0.2781150442444616,0.31128963165813023
64,0.08282850989524056,0.01607109380283338,0.06675741755787064,100.0,0.4594393206967248,88.88888888888889,0.22145372587773535,0.23798559771643746
65,0.12545870485551217,0.0616843166815884,0.06377438872176058,97.05882352941177,0.4550780720180935,88.88888888888889,0.18397856752077738,0.2710995243655311
66,0.0941808287273435,0.021173934301580575,0.07300689509686302,100.0,0.6211314300696055,77.77777777777777,0.24847331063614952,0.3726581202612983
67,0.10594997817979139,0.04931201405056259,0.056637964923592174,100.0,0.6014297273423936,88.88888888888889,0.25660806480381226,0.3448216633664237
68,0.10117475666544017,0.013070005786550395,0.08810475227587364,100.0,0.6009186175134447,88.88888888888889,0.23093217223261794,0.3699864513344235
69,0.08737985997953836,0.004656733808052891,0.08272312614409362,100.0,0.5829241532418463,88.88888888888889,0.2714230325073004,0.3115011172162162
70,0.08913756172884912,0.01764582675498198,0.07149173461777322,100.0,0.5220881236924065,88.88888888888889,0.16901560991795528,0.35307252407073975
71,0.07132522433119662,0.004903608974178924,0.0664216144119992,100.0,0.5324536479181714,88.88888888888889,0.25077086133468485,0.28168278601434493
72,0.05527374553768074,0.0042236661675440915,0.05105007823337527,100.0,0.5170987231863869,88.88888888888889,0.22802203857443398,0.28907668590545654
73,0.030371466541991514,0.0031063056907013934,0.02726516072802684,100.0,0.4629247619046105,88.88888888888889,0.17760666195924082,0.2853180898560418
74,0.041816730161800104,0.0026361149674117125,0.03918061553336242,100.0,0.5195919838216569,88.88888888888889,0.2433069453885158,0.27628504153754974
75,0.0343386962023728,0.004128750923829263,0.0302099452682716,100.0,0.4258813617957963,88.88888888888889,0.15921305802961191,0.26666828493277234
76,0.05227731770890601,0.02217547903659151,0.030101839726900354,100.0,0.4427450779411528,88.88888888888889,0.15379171896105012,0.28895335727267796
77,0.048499437925570155,0.004981043077457477,0.043518395382253564,100.0,0.4741879511210654,88.88888888888889,0.20741975149657163,0.26676819121672046
78,0.13151335672420614,0.08697807052008369,0.04453528913504937,97.05882352941177,0.5969234767059485,88.88888888888889,0.29488558675317716,0.3020379063155916
79,0.05485371193465065,0.012946545091622016,0.04190716651432654,100.0,0.6321489537755648,88.88888888888889,0.3192309250848161,0.3129180268281036
80,0.16736255432753003,0.09620078981799238,0.07116176253732513,97.05882352941177,0.6095303636458185,88.88888888888889,0.3291425969865587,0.2803877650035752
81,0.053375791758298874,0.011124648585203378,0.04225114239927601,100.0,0.4827955514192581,88.88888888888889,0.18900284378065002,0.2937927179866367
82,0.0437391285017571,0.004465328714372043,0.03927379917791661,100.0,0.40179142024781966,88.88888888888889,0.10509567568078637,0.296695739030838
83,0.04702119186849279,0.018153972831308183,0.02886721836950849,100.0,0.481483180489805,88.88888888888889,0.152952269929099,0.3285309059752358
84,0.06105727822903324,0.03398632938864038,0.027070949785411358,100.0,0.5150346673197217,88.88888888888889,0.18919385929540214,0.3258407943778568
85,0.06858750339597464,0.006497987258412382,0.06208951541167848,100.0,0.5929616590340933,88.88888888888889,0.2634263352180521,0.3295353419250912
86,0.04116250914247597,0.003392996280180181,0.03776951287599171,100.0,0.5862659398052428,88.88888888888889,0.2655127430852089,0.32075321012073094
87,0.0475007683476981,0.003138408749638235,0.044362359735019063,100.0,0.5199733790424135,88.88888888888889,0.23052336108715585,0.289450016286638
88,0.04162583609714227,0.0049195000353981465,0.036706336280878854,100.0,0.6298341337177489,88.88888888888889,0.3202391483743365,0.3095949805445141
89,0.045974546933875364,0.012609513695625699,0.03336503356695175,100.0,0.5352461437384287,88.88888888888889,0.23728602872385332,0.29796011911498177
90,0.05992994161651415,0.024990819045342505,0.034939123208031934,100.0,0.6315212597449621,88.88888888888889,0.36630644776030546,0.26521483643187416
91,0.03206315603764618,0.014334329102626619,0.01772882674327668,100.0,0.536692245139016,88.88888888888889,0.25487087162521976,0.2818213734361861
92,0.047284305972211504,0.004385708999025691,0.04289859642877298,100.0,0.6170091612471474,88.88888888888889,0.30493639078405166,0.3120727704630958
93,0.0370339832323439,0.008834091788979577,0.02819989128586124,100.0,0.6501897151271502,88.88888888888889,0.3386506629176438,0.31153905888398487
94,0.030781495549223003,0.009049072580905083,0.021732422797118917,100.0,0.6524257477786806,88.88888888888889,0.3649048488845842,0.28752092520395917
95,0.03534198453759446,0.001824526088860105,0.03351745820220779,100.0,0.7486269457472695,88.88888888888889,0.4604550695512444,0.28817185428407455
96,0.03137304699596237,0.0030150208348298773,0.028358026462442735,100.0,0.7647517787085639,88.88888888888889,0.41036471760728294,0.3543870548407237
97,0.027391529915963903,0.0027837563675883062,0.024607773651094997,100.0,0.6872492565049065,88.88888888888889,0.3365780576132238,0.3506711953216129
98,0.022679309798952413,0.005800710422644282,0.016878599027062163,100.0,0.7033113241195679,88.88888888888889,0.334914680208183,0.3683966365125444
99,0.0349214127396836,0.015208432834376307,0.01971297979573993,100.0,0.7386175261603461,88.88888888888889,0.43284775553426397,0.30576977133750916
100,0.023661709445364335,0.006231765367213965,0.017429944346932805,100.0,0.4401489562458462,88.88888888888889,0.18939393784643876,0.2507550252808465
101,0.047954981817918664,0.023594216820236075,0.02436076499083463,100.0,0.4753212597635057,88.88888888888889,0.2321211371777786,0.24320012662145826
102,0.024297077975728932,0.00715758277938756,0.0171394955695552,100.0,0.5167834394507937,88.88888888888889,0.2609118397425239,0.25587159395217896
103,0.19268540172454188,0.15866227212416775,0.034023135352660626,97.05882352941177,0.6513158679008484,88.88888888888889,0.338207809953019,0.3131080600950453
104,0.19934398637098424,0.10042942845372155,0.09891456234104493,97.05882352941177,1.932566523551941,77.77777777777777,1.2620116911000676,0.6705547968546549
105,0.19469059609314976,0.05141911625533419,0.14327147953650532,97.05882352941177,1.613624307844374,66.66666666666667,1.1296184990141127,0.4840057955847846
106,0.20945378699723413,0.062147316851598376,0.14730646943344788,100.0,0.9189131922192044,77.77777777777777,0.4681253462719421,0.45078787207603455
107,0.11284368485212326,0.027710597030818462,0.08513308930046418,100.0,0.8862660593456693,77.77777777777777,0.4338792473491695,0.4523868163426717
108,0.2276061286821085,0.09753043850993409,0.13007569137741537,97.05882352941177,0.48691412806510925,100.0,0.046624347726012476,0.44028977553049725
109,0.11825710535049438,0.015060374622835833,0.10319672985111966,100.0,0.3749791897005505,100.0,0.02002988201760066,0.3549493079384168
110,0.10487128005308263,0.0177391597398502,0.08713211820406072,100.0,0.5196469757292006,100.0,0.03871879249345511,0.4809281925360362
111,0.07500746648977785,0.005229099461918368,0.06977836612392874,100.0,0.4697970102230708,88.88888888888889,0.1515781792242908,0.3182188438044654
112,0.0572225260822212,0.009521365953225861,0.047701159820837134,100.0,0.6194643278916677,88.88888888888889,0.26047268978113103,0.3589916494157579
113,0.034211918382960206,0.0022734977845924303,0.03193842060863972,100.0,0.5662479218509462,88.88888888888889,0.2755783148523834,0.29066962252060574
114,0.034794901223743666,0.00465506747680004,0.030139833360033876,100.0,0.6089099943637848,88.88888888888889,0.2949254196913292,0.3139845629533132
115,0.05070855046677239,0.0023496124879730973,0.048358937615857404,100.0,0.5427326079871919,88.88888888888889,0.2518523689876828,0.2908802189760738
116,0.025216270238161087,0.0016489812405779958,0.023567289223565775,100.0,0.5264125499460433,88.88888888888889,0.2291069670011186,0.2973055905765957
117,0.02176231490995954,0.005664775380864739,0.016097539022345755,100.0,0.5549767514069875,88.88888888888889,0.24628174118697643,0.3086950116687351
118,0.05282548732836457,0.027290750284651843,0.025534736485603976,100.0,0.6525586214330461,88.88888888888889,0.35440024377829915,0.29815836747487384
119,0.012951179078834899,0.001556477348511929,0.011394701733746949,100.0,0.7006836864683363,88.88888888888889,0.3857677228968694,0.3149159914917416
120,0.015040184617699945,0.0024179228074739084,0.012622261803378077,100.0,0.663032227092319,88.88888888888889,0.3162277583679598,0.3468044698238373
121,0.01653016049086171,0.00231711395591607,0.014213046716416584,100.0,0.5882671061489317,88.88888888888889,0.2918367930687964,0.2964302996794383
122,0.015582739704233758,0.002372611142859301,0.013210128554526497,100.0,0.6219166484143999,88.88888888888889,0.3088649463736349,0.31305169728067184
123,0.023181560723220602,0.004464425550609389,0.01871713500141221,100.0,0.6177793906794654,88.88888888888889,0.292560308576665,0.32521908316347337
124,0.028262017842601326,0.002097838039523648,0.026164179558263105,100.0,0.6341118026110861,88.88888888888889,0.2728642903578778,0.361247508890099
125,0.018204121823039127,0.0014386263484244839,0.01676549521439216,100.0,0.6610699693361918,88.88888888888889,0.3023459584866133,0.3587240179379781
126,0.025360120569958407,0.0030535780516562656,0.02230654229574344,100.0,0.6206982731819153,88.88888888888889,0.3031329144853064,0.31756535834736294
127,0.013953667134046555,0.001262585839653826,0.012691081282408798,100.0,0.6547886629899343,88.88888888888889,0.3082848517870944,0.3465038074387444
128,0.015416209859883083,0.0033848120604970436,0.012031397946617183,100.0,0.6135649300283856,88.88888888888889,0.2956449324911874,0.3179200026724074
129,0.014442603706437,0.0008178742958561462,0.013624729437972693,100.0,0.5172083427508672,88.88888888888889,0.22904363808791256,0.2881646951039632
130,0.012465331730816294,0.0037395180483786937,0.00872581367216566,100.0,0.5036610215902328,88.88888888888889,0.20360663392218864,0.3000543978479173
131,0.015006544671076186,0.0012856622616870001,0.013720882508684607,100.0,0.48559171623653835,88.88888888888889,0.2195576420571241,0.2660340600543552
132,0.03016977316206869,0.017709458192043444,0.01246031538090285,100.0,0.4498053623570336,88.88888888888889,0.21708071208558977,0.23272464176019034
133,0.017845219001173973,0.0017560230198261492,0.016089195988195783,100.0,0.5720846553643545,88.88888888888889,0.31665024237655515,0.25543441043959725
134,0.018751748234910125,0.002372120460837751,0.016379627344362876,100.0,0.5147146458427111,88.88888888888889,0.2752589027578425,0.23945575207471848
135,0.013945684603908482,0.0017603512738680687,0.012185333461007652,100.0,0.5279152335392104,88.88888888888889,0.28607069209424985,0.24184453984101614
136,0.01271275696618592,0.0018865108551621875,0.01082624590900891,100.0,0.46394846340020496,88.88888888888889,0.23013703510837835,0.23381144139501783
137,0.016548119457986427,0.004101345027961275,0.012446774251978187,100.0,0.48737920489576125,88.88888888888889,0.24110338918399066,0.2462758148709933
138,0.02702588335994412,0.010224655390415779,0.01680122797980028,100.0,0.4577365509337849,88.88888888888889,0.23956531160769778,0.2181712215145429
139,0.01320798640303752,0.0007032256801133318,0.012504760668996502,100.0,0.5015991181135178,88.88888888888889,0.2470833349766003,0.25451578365431893
140,0.019467224914799717,0.002095529419260428,0.01737169543390765,100.0,0.4864226190580262,88.88888888888889,0.26064633001159465,0.22577629486719766
141,0.012879359371521893,0.0013294065840241006,0.011549952659098542,100.0,0.4242838786707984,88.88888888888889,0.15332586383576402,0.27095803287294173
142,0.01459432256353252,0.0009787203555734938,0.013615602517829221,100.0,0.4263443135552936,88.88888888888889,0.15874617107652333,0.2675981322924296
143,0.01182512569186442,0.0017529103103751207,0.010072215350673479,100.0,0.547465845114655,88.88888888888889,0.26790428446191883,0.279561557703548
144,0.009705422336564344,0.0008585807500982328,0.0088468414512189,100.0,0.5260420623752806,88.88888888888889,0.24976969443054664,0.27627236313290066
145,0.0077411428860881745,0.0010668001726598425,0.006674342679188532,100.0,0.5669200561112828,88.88888888888889,0.29676531645883286,0.27015473776393467
146,0.01627404834417736,0.0009410000048399739,0.01533304839668905,100.0,0.5500383807553185,88.88888888888889,0.2702004177133656,0.2798379585146904
147,0.012662653920843321,0.0011498530854142325,0.011512800722437747,100.0,0.6028116146723429,88.88888888888889,0.31994725305250743,0.2828643586900499
148,0.011831854689208901,0.0032032881606616735,0.008628566804177621,100.0,0.5123224241866006,88.88888888888889,0.2523717773017577,0.2599506378173828
149,0.03481599036604166,0.013099937538808101,0.0217160529402249,100.0,0.5717426886161169,88.88888888888889,0.29963794408831745,0.27210475669966805
150,0.026654520181610304,0.0034893047961625547,0.02316521551898297,100.0,0.5091482020086713,88.88888888888889,0.21112795506552276,0.29802024198902977
